Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep,SleepQ,Exercise(mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-06-03,1658,43.0,Female,22.5,7.91,9.41,2.0,43.0,148.0,28.0,9.024679385971364,6,7,4
2024-09-07,3903,31.0,Male,22.88,6.98,8.1,5.0,54.0,179.0,38.0,11.579353013736643,8,10,4
2024-06-28,6419,50.0,Male,20.3,1.43,5.13,4.0,43.0,110.0,6.0,6.509616480108349,5,2,6
2024-03-17,7701,55.0,Other,20.77,3.98,7.21,1.0,63.0,54.0,106.0,10.44171576413413,1,5,6
2024-06-30,9372,54.0,Male,22.67,7.91,9.25,2.0,41.0,182.0,165.0,4.463217993359249,6,2,10
2024-05-19,6363,47.0,Other,21.3,5.27,7.97,10.0,0.0,70.0,118.0,11.820563524412805,5,4,4
2024-03-26,1777,40.0,,20.78,1.51,4.72,9.0,29.0,56.0,160.0,6.594681103985107,4,7,10
2024-03-10,5114,32.0,Male,23.35,8.37,9.02,6.0,69.0,261.0,75.0,8.982361224717913,4,7,6
2024-09-11,3418,54.0,Female,21.77,2.73,4.96,7.0,53.0,60.0,107.0,6.376425444215313,5,7,3
2024-08-26,8113,,Other,23.57,6.33,6.77,1.0,66.0,154.0,166.0,10.53595390873592,3,6,4
2024-03-09,3241,58.0,Female,20.32,5.74,9.43,4.0,71.0,90.0,69.0,4.735704661133704,5,4,7
2024-06-29,1360,57.0,Female,22.98,5.21,6.23,3.0,34.0,293.0,109.0,11.645691771341962,5,8,1
2024-03-13,4330,55.0,Female,21.5,3.54,6.04,6.0,77.0,215.0,99.0,9.791523981215416,1,5,8
2024-10-30,9293,42.0,Other,22.55,3.8,5.25,9.0,28.0,33.0,58.0,4.155042159943838,4,10,6
2024-11-07,5101,53.0,Female,21.6,5.44,7.84,4.0,51.0,119.0,76.0,5.281938241409773,3,2,10
2024-12-18,4651,43.0,Male,20.17,3.44,7.27,6.0,52.0,274.0,117.0,5.239416273073403,7,5,3
2024-03-06,5271,19.0,Male,21.25,5.43,8.18,9.0,50.0,126.0,150.0,10.542177503112244,6,2,10
2024-06-29,4788,39.0,Other,23.28,6.65,7.37,3.0,32.0,237.0,80.0,7.913030378492116,2,2,10
2024-05-05,1532,22.0,Other,23.52,7.34,7.82,3.0,69.0,82.0,167.0,7.104724897603264,7,3,7
2024-06-17,6143,35.0,Other,21.42,6.42,9.0,7.0,73.0,75.0,117.0,8.376421447244782,3,6,6
2024-05-30,7494,50.0,Female,22.17,6.85,8.68,1.0,31.0,85.0,35.0,11.637455870228903,9,2,1
2024-08-18,5527,54.0,Male,20.82,4.99,8.18,5.0,37.0,142.0,36.0,11.984258201756724,1,8,1
2024-10-11,5766,55.0,Other,20.97,6.22,9.25,4.0,57.0,95.0,25.0,4.130945039700451,7,2,1
2024-04-22,8484,21.0,Male,21.68,2.39,4.7,7.0,41.0,184.0,177.0,11.663807037108455,9,6,1
2024-06-30,8940,21.0,Female,22.82,7.87,9.06,10.0,26.0,259.0,127.0,6.58958425613773,6,10,3
2024-10-01,4187,47.0,Other,20.5,1.42,4.92,9.0,76.0,148.0,109.0,6.997416905556892,9,2,4
2024-08-17,9571,39.0,Female,20.35,5.31,8.96,2.0,44.0,199.0,68.0,9.491911257580249,3,6,5
2024-01-12,7764,46.0,Female,20.47,1.12,4.65,3.0,7.0,271.0,42.0,7.212764899140014,8,9,8
2024-11-05,7233,22.0,Male,21.02,3.03,6.01,1.0,64.0,285.0,46.0,6.501661905515459,5,10,9
2024-08-09,5668,33.0,Male,21.73,5.0,7.27,5.0,89.0,233.0,144.0,6.681496811718675,3,9,2
2024-11-22,9046,48.0,Other,23.3,8.21,8.91,9.0,56.0,248.0,160.0,6.138398434479523,3,1,6
2024-06-12,1223,49.0,Female,23.87,5.7,5.84,10.0,43.0,288.0,171.0,11.67810113006434,3,3,6
2024-02-20,9648,37.0,Other,22.15,2.9,4.75,1.0,62.0,144.0,144.0,11.3893550587036,9,1,10
2024-02-23,9324,35.0,Female,22.28,4.86,6.57,7.0,45.0,89.0,155.0,6.7344424207204,9,7,10
2024-03-22,7944,42.0,Female,21.83,3.86,6.03,3.0,2.0,115.0,90.0,10.428410337694064,1,4,1
2024-01-28,9403,51.0,Other,21.02,5.58,8.57,1.0,83.0,283.0,27.0,4.840669953538782,1,5,5
2024-10-27,1420,35.0,Female,20.78,4.79,8.01,6.0,86.0,218.0,130.0,5.570328090461849,2,9,1
2024-02-09,9527,29.0,Other,21.83,4.96,7.13,4.0,80.0,210.0,131.0,7.194430195150813,4,1,9
2024-09-02,7120,56.0,Male,22.9,6.95,8.05,6.0,31.0,280.0,38.0,7.866432465649922,4,5,2
2024-11-02,8569,37.0,Other,20.63,1.83,5.2,3.0,15.0,1.0,124.0,6.733778451194554,3,8,5
2024-11-06,4287,42.0,Other,23.4,8.45,9.05,4.0,62.0,126.0,159.0,10.998423244176289,4,1,7
2024-11-05,6883,38.0,Other,20.07,2.82,6.75,7.0,51.0,207.0,144.0,7.006821086559299,10,5,8
2024-08-07,5397,25.0,Male,20.28,2.87,6.58,10.0,85.0,76.0,149.0,9.469173855738212,5,2,8
2024-07-11,9220,18.0,Male,20.33,1.46,5.13,2.0,51.0,114.0,87.0,9.00259219875656,2,6,7
2024-03-19,7666,33.0,Male,21.43,2.18,4.74,3.0,20.0,42.0,88.0,8.300041643006303,5,8,7
2024-11-16,8330,43.0,Male,21.73,3.6,5.87,4.0,40.0,106.0,168.0,4.366715797274079,1,9,2
2024-09-05,5811,25.0,Male,20.15,1.35,5.2,3.0,51.0,291.0,76.0,4.380821346093007,8,2,2
2024-11-21,8230,56.0,Female,23.65,6.97,7.32,10.0,42.0,132.0,177.0,11.532815515045051,4,5,7
2024-01-03,2112,27.0,Other,20.52,3.25,6.74,5.0,42.0,210.0,139.0,9.68180109335416,6,6,4
2024-02-16,2896,39.0,Male,20.92,6.19,9.28,7.0,58.0,234.0,69.0,9.946779862460078,1,10,5
2024-01-04,5582,32.0,Female,20.9,2.35,5.45,8.0,15.0,254.0,23.0,8.43631883537914,7,6,1
2024-11-20,7861,48.0,Male,23.88,7.16,7.28,2.0,75.0,231.0,79.0,5.078730025547985,6,4,6
2024-10-17,6736,20.0,Male,22.22,6.87,8.65,7.0,88.0,66.0,132.0,9.90496007296245,10,9,9
2024-04-11,3084,21.0,Male,21.78,2.76,4.98,7.0,48.0,255.0,135.0,8.826409501018468,9,6,8
2024-12-02,3997,30.0,Male,20.83,4.92,8.09,2.0,70.0,251.0,143.0,10.832023743778038,7,9,4
2024-07-17,2568,51.0,Other,23.33,5.43,6.1,1.0,28.0,273.0,47.0,9.524040739897805,10,2,9
2024-02-12,9538,48.0,Male,23.65,7.64,7.99,9.0,37.0,251.0,56.0,10.917519899849651,10,6,4
2024-11-02,3351,55.0,Other,23.77,8.72,8.96,8.0,1.0,188.0,39.0,5.041610121034822,8,5,4
2024-02-26,7155,27.0,Other,21.47,4.17,6.7,3.0,12.0,97.0,45.0,8.650690130369867,8,4,1
2024-12-11,9578,20.0,Male,22.28,5.49,7.21,4.0,60.0,48.0,43.0,10.022470331113734,8,9,1
2024-10-28,7759,18.0,Male,20.85,5.55,8.7,10.0,8.0,161.0,147.0,5.318265326041919,1,1,2
2024-05-15,1913,47.0,Male,21.27,3.16,5.89,6.0,9.0,208.0,8.0,9.31952153707672,4,3,2
2024-01-02,5012,44.0,Other,20.98,2.1,5.11,10.0,33.0,190.0,155.0,6.712583944942561,6,4,4
2024-04-22,8695,23.0,Male,20.95,4.73,7.78,1.0,3.0,175.0,97.0,8.78349679310223,3,5,10
2024-11-01,3941,20.0,,22.7,4.68,5.98,9.0,34.0,234.0,64.0,6.291658782050487,8,2,2
2024-10-07,4068,53.0,Male,21.13,6.24,9.11,6.0,65.0,172.0,179.0,4.952303448655868,9,7,10
2024-03-04,2085,22.0,Male,20.37,2.24,5.87,2.0,1.0,227.0,17.0,4.239616858909314,2,4,1
2024-06-09,9480,49.0,Female,21.87,4.94,7.07,2.0,33.0,283.0,162.0,8.059053332794615,6,9,5
2024-10-07,8504,32.0,Male,22.97,6.2,7.23,3.0,32.0,80.0,121.0,7.6695643221244545,9,6,5
2024-06-01,3456,30.0,Male,23.52,6.85,7.34,8.0,61.0,27.0,115.0,5.120265412283786,6,1,2
2024-12-29,2156,37.0,Female,22.78,3.98,5.19,6.0,25.0,237.0,41.0,4.717519169296772,2,7,7
2024-11-01,7485,38.0,Female,20.65,3.55,6.9,6.0,24.0,284.0,66.0,5.834798191528908,8,9,1
2024-04-18,5697,22.0,Male,22.63,4.87,6.24,1.0,58.0,79.0,58.0,7.328146627297762,10,8,3
2024-05-02,4834,37.0,Female,22.9,6.78,7.88,7.0,48.0,19.0,28.0,7.592032476860069,7,1,8
2024-03-20,3173,46.0,Female,22.42,6.19,7.77,6.0,66.0,51.0,144.0,,10,8,2
2024-02-20,4611,36.0,Female,23.55,5.03,5.48,7.0,26.0,50.0,83.0,7.328490345525659,3,1,8
2024-04-23,4341,24.0,Female,23.9,6.59,6.69,9.0,71.0,68.0,31.0,7.902618462809708,10,10,9
2024-07-22,3633,41.0,Male,21.3,4.56,7.26,2.0,9.0,102.0,133.0,10.293236078875744,8,4,2
2024-12-16,4875,25.0,Female,22.27,7.59,9.32,8.0,77.0,205.0,42.0,9.719786140627406,1,1,4
2024-12-19,4639,28.0,Other,21.13,6.27,9.13,4.0,45.0,219.0,117.0,9.274521312890288,4,9,8
2024-05-31,9079,39.0,Other,20.0,3.47,7.47,4.0,18.0,260.0,14.0,6.649358722601882,3,7,3
2024-10-29,2045,33.0,Other,20.68,5.0,8.32,2.0,73.0,129.0,125.0,6.667099678135609,3,9,5
2024-01-28,3896,19.0,Other,22.92,4.81,5.89,7.0,81.0,13.0,31.0,5.641254517004874,6,4,4
2024-04-11,6490,48.0,Other,21.97,6.55,8.59,3.0,16.0,3.0,171.0,11.797414320956234,1,7,5
2024-08-16,7585,32.0,Male,23.13,5.21,6.08,2.0,12.0,247.0,4.0,11.052575887547668,5,10,5
2024-08-12,3250,58.0,Other,21.53,6.58,9.04,4.0,35.0,32.0,28.0,7.983751910675878,8,10,7
2024-06-28,1370,43.0,Female,20.62,3.81,7.2,7.0,89.0,17.0,177.0,9.66830485928713,7,1,3
2024-06-03,1272,49.0,Other,23.48,5.11,5.63,2.0,81.0,85.0,179.0,9.003118509897874,1,1,10
2024-06-27,2349,24.0,Male,23.42,8.82,9.41,3.0,53.0,194.0,8.0,10.411176236162518,3,10,5
2024-07-31,2383,20.0,Other,23.67,5.72,6.06,10.0,87.0,45.0,59.0,7.158530694894412,4,2,7
2024-11-06,8464,21.0,Male,22.58,6.42,7.84,5.0,66.0,111.0,157.0,11.678940843274711,7,1,1
2024-01-01,6762,26.0,Male,23.2,6.01,6.81,9.0,20.0,22.0,153.0,7.985448755962865,8,8,3
2024-11-20,2943,27.0,Other,23.57,8.98,9.42,7.0,6.0,38.0,147.0,4.621051977710456,2,10,5
2024-07-25,8970,22.0,Other,22.87,5.63,6.76,10.0,41.0,227.0,17.0,6.035274080323979,4,5,9
2024-04-06,7337,32.0,Other,23.57,7.88,8.32,1.0,45.0,144.0,144.0,7.704004229033322,4,4,9
2024-10-09,4067,41.0,Other,21.28,6.29,9.01,5.0,23.0,208.0,10.0,5.575063999924097,7,8,4
2024-04-18,3071,50.0,Other,21.85,4.69,6.84,9.0,49.0,110.0,12.0,9.045929123599675,10,2,9
2024-10-17,9660,39.0,Other,22.72,3.97,5.26,5.0,75.0,6.0,14.0,5.986174526368633,4,4,4
2024-07-20,7249,57.0,Male,22.38,7.8,9.41,6.0,22.0,64.0,87.0,9.340135112336974,1,4,2
2024-12-18,1672,22.0,Female,20.68,5.16,8.48,4.0,45.0,230.0,71.0,6.954056558842194,5,7,7
2024-12-19,8822,36.0,Male,22.05,3.74,5.69,7.0,12.0,165.0,35.0,9.114901385059268,8,3,3
2024-02-06,6336,54.0,Male,20.67,5.55,8.88,10.0,41.0,189.0,52.0,4.841508766925035,9,5,1
2024-01-18,1059,31.0,Female,23.48,8.44,8.96,3.0,89.0,109.0,57.0,7.448312747054218,8,9,9
2024-04-19,7507,30.0,Female,22.22,5.74,7.53,2.0,61.0,148.0,102.0,11.873222934740244,5,8,4
2024-04-18,1198,35.0,Male,23.92,7.28,7.36,10.0,,155.0,20.0,10.072428552502872,10,4,1
2024-10-20,4883,41.0,Other,20.68,4.15,7.46,10.0,70.0,218.0,17.0,4.822849005938644,9,2,6
2024-11-11,5203,54.0,Other,20.47,3.83,7.37,9.0,79.0,0.0,120.0,11.863180197344096,8,4,9
2024-09-14,1329,40.0,Female,22.28,4.5,6.22,4.0,85.0,275.0,138.0,11.624895747983,5,6,9
2024-11-14,4758,32.0,Female,21.7,5.42,7.72,9.0,33.0,19.0,105.0,9.485487514215254,7,7,3
2024-08-30,8160,40.0,Other,22.2,7.34,9.14,9.0,45.0,39.0,28.0,4.1498067781662185,1,9,5
2024-04-02,1836,38.0,Female,21.37,2.97,5.61,7.0,6.0,189.0,33.0,11.147650453543392,1,3,6
2024-07-26,8489,49.0,Female,23.7,8.71,9.01,6.0,27.0,184.0,40.0,9.380258015171634,2,10,10
2024-11-20,5030,34.0,Female,22.42,3.75,5.33,9.0,22.0,179.0,87.0,11.855692122545314,10,4,6
2024-09-13,2157,55.0,Male,23.03,7.44,8.41,8.0,41.0,136.0,80.0,9.003766494287838,6,10,8
2024-02-19,9973,53.0,Male,20.32,2.78,6.47,4.0,66.0,220.0,166.0,9.658706018631658,7,1,5
2024-04-24,1864,27.0,Female,21.03,3.79,6.75,2.0,40.0,224.0,84.0,8.069907810146443,4,5,9
2024-10-20,2441,18.0,Female,22.43,4.03,5.59,6.0,46.0,226.0,100.0,9.36795090936218,2,5,2
2024-04-07,2917,57.0,Other,20.83,3.48,6.65,9.0,60.0,144.0,96.0,6.033732483474438,1,9,6
2024-03-09,7692,28.0,Female,22.98,5.74,6.76,6.0,15.0,158.0,13.0,7.09540890668427,6,1,8
2024-06-12,8028,59.0,Female,22.1,7.37,9.27,8.0,28.0,161.0,161.0,9.83193007306215,2,4,9
2024-05-01,7626,34.0,Female,21.15,3.41,6.26,9.0,19.0,14.0,112.0,5.422355305542178,6,8,2
2024-05-27,4335,32.0,Male,23.22,5.44,6.23,8.0,23.0,17.0,159.0,8.017104111835657,10,5,5
2024-02-02,2263,45.0,Other,20.75,2.67,5.92,5.0,33.0,258.0,55.0,5.65536433365309,8,10,2
2024-09-20,2480,43.0,Female,21.62,6.99,9.37,3.0,20.0,88.0,159.0,7.764956965283879,8,7,4
2024-04-08,2490,19.0,Male,23.02,7.54,8.52,4.0,85.0,39.0,170.0,5.200020742877536,4,5,7
2024-06-18,8002,58.0,Female,20.88,4.15,7.26,7.0,40.0,61.0,117.0,6.681988399250147,9,3,1
2024-09-07,6657,41.0,Other,22.8,3.76,4.96,6.0,30.0,152.0,15.0,11.967720243725088,7,9,5
2024-05-24,7152,43.0,Female,20.1,3.42,7.32,2.0,44.0,287.0,6.0,8.0298466975165,2,10,3
2024-12-31,7845,31.0,Male,23.8,6.69,6.89,8.0,29.0,135.0,78.0,10.020114372313213,10,4,7
2024-01-24,2264,25.0,Male,21.87,4.68,6.81,7.0,73.0,30.0,76.0,8.04613310176699,6,7,6
2024-01-12,9103,22.0,Female,22.58,4.49,5.91,8.0,72.0,140.0,146.0,4.596535232879692,8,3,1
2024-08-02,5493,36.0,Male,22.43,7.54,9.1,7.0,45.0,81.0,143.0,5.777043419483535,5,9,6
2024-05-22,2437,26.0,Male,21.17,3.73,6.57,2.0,21.0,86.0,147.0,4.33364842077985,10,9,3
2024-08-13,1740,48.0,Male,20.08,5.32,9.24,7.0,69.0,20.0,46.0,9.75461920480937,1,9,10
2024-08-20,5880,24.0,Male,21.42,3.55,6.13,1.0,77.0,130.0,58.0,10.759319507612446,5,7,5
2024-07-02,8908,55.0,Female,23.33,4.98,5.65,10.0,8.0,215.0,88.0,6.46690595106756,7,1,7
2024-10-23,3367,36.0,Male,20.73,2.71,5.98,8.0,86.0,137.0,43.0,7.387953344232675,2,6,6
2024-03-20,5652,27.0,Other,23.13,6.07,6.93,2.0,20.0,245.0,92.0,4.584607596858242,4,7,5
2024-07-18,6867,53.0,Female,22.43,6.01,7.58,3.0,21.0,174.0,35.0,6.1610064630734565,9,2,10
2024-06-17,1867,,Male,21.65,6.21,8.56,10.0,82.0,29.0,121.0,8.324835522064552,2,2,4
2024-08-18,4617,51.0,Male,22.57,3.18,4.61,3.0,51.0,,85.0,5.412300392074684,5,4,6
2024-01-13,3452,59.0,Male,23.78,4.61,4.83,2.0,77.0,277.0,16.0,10.045343636829678,6,10,7
2024-03-11,2982,42.0,Other,21.67,3.73,6.07,7.0,27.0,73.0,127.0,8.133136908254034,2,1,9
2024-01-10,8550,46.0,Male,22.68,5.89,7.21,7.0,70.0,58.0,163.0,5.1028790767579215,5,5,3
2024-09-14,9662,57.0,Other,21.67,4.46,6.79,3.0,13.0,176.0,130.0,9.081920515991849,2,5,9
2024-09-22,9624,33.0,Male,20.4,4.97,8.57,8.0,81.0,123.0,7.0,9.99174621784913,4,4,10
2024-12-26,7906,31.0,Male,20.37,5.37,9.01,5.0,49.0,169.0,155.0,6.7631293159654575,10,4,4
2024-04-25,4595,19.0,Male,21.9,5.66,7.76,7.0,62.0,259.0,114.0,4.590115161746036,3,5,2
2024-02-24,3715,24.0,Male,23.93,5.4,5.47,2.0,49.0,122.0,47.0,6.806725417076537,6,2,1
2024-09-12,1212,20.0,Male,23.45,6.96,7.51,8.0,70.0,190.0,146.0,5.077835338073273,1,7,2
2024-10-10,2781,34.0,Female,23.87,9.31,9.44,2.0,7.0,68.0,77.0,10.155839518156473,6,3,8
2024-05-29,6025,23.0,Other,22.25,4.68,6.43,1.0,43.0,86.0,83.0,5.18185344611263,9,8,5
2024-06-21,3239,47.0,Other,23.18,5.26,6.08,8.0,80.0,14.0,118.0,9.255233775189566,10,9,1
2024-05-28,6302,22.0,Other,21.42,3.83,6.42,1.0,84.0,45.0,69.0,11.763950700276096,5,8,6
2024-07-27,8092,48.0,Other,23.72,6.5,6.78,4.0,33.0,288.0,54.0,10.249928496991796,5,4,3
2024-11-10,3858,30.0,Male,23.7,8.66,8.96,8.0,34.0,218.0,138.0,4.008553293109155,10,10,6
2024-02-19,4120,56.0,Female,21.42,5.28,7.86,6.0,12.0,262.0,170.0,7.6603403978442355,6,3,8
2024-11-13,6319,54.0,Female,23.7,6.67,6.97,1.0,44.0,52.0,26.0,9.246296585517428,4,4,3
2024-06-24,6307,31.0,Female,20.77,2.74,5.98,3.0,24.0,33.0,47.0,11.886115024884536,1,3,9
2024-10-17,4313,50.0,Male,20.72,5.87,9.15,3.0,53.0,38.0,109.0,8.984186476608238,6,9,4
2024-04-21,2892,18.0,Female,21.9,6.91,9.01,10.0,53.0,291.0,41.0,8.247366615122914,3,3,4
2024-05-19,9395,38.0,Female,23.45,4.71,5.26,9.0,43.0,131.0,158.0,10.243249704601544,3,1,2
2024-08-21,3137,37.0,Other,20.05,1.91,5.86,4.0,47.0,222.0,135.0,8.67787685793007,2,3,8
2024-01-17,1678,59.0,Other,22.2,3.08,4.88,5.0,27.0,31.0,6.0,8.749206916787468,9,6,6
2024-06-27,7685,47.0,Other,22.88,4.34,5.46,3.0,66.0,259.0,19.0,10.266311119871048,2,9,3
2024-10-31,8083,54.0,Female,21.83,3.28,5.45,10.0,3.0,160.0,80.0,6.416644795890757,10,4,10
2024-06-14,2450,59.0,Male,21.53,4.58,7.05,3.0,8.0,211.0,7.0,6.1489662966415874,8,6,9
2024-04-20,2087,52.0,Male,23.63,8.64,9.0,6.0,87.0,17.0,111.0,9.36411525695576,1,5,9
2024-09-03,9049,23.0,Female,22.73,7.67,8.94,9.0,82.0,123.0,47.0,9.027776087069316,8,9,10
2024-07-08,9692,48.0,Male,20.15,5.32,9.17,2.0,85.0,192.0,76.0,8.77349787274197,7,10,8
2024-07-10,7217,51.0,Male,20.67,3.99,7.32,6.0,10.0,64.0,150.0,7.713406122965008,9,1,1
2024-03-15,1054,44.0,Other,21.12,2.28,5.16,10.0,33.0,247.0,159.0,5.681279241071276,9,2,4
2024-08-04,5359,57.0,Female,23.22,7.49,8.27,10.0,2.0,78.0,154.0,7.247538490188448,9,3,4
2024-09-29,9243,29.0,Other,21.43,2.14,4.7,1.0,10.0,85.0,135.0,9.810242146634044,10,8,9
2024-04-13,2924,30.0,Male,21.15,2.4,5.25,5.0,22.0,75.0,38.0,11.8518584649862,8,10,9
2024-11-27,7243,49.0,Female,21.32,5.1,7.78,1.0,45.0,208.0,58.0,9.885068148179869,9,9,7
2024-03-25,5384,27.0,Male,23.83,9.11,9.28,6.0,40.0,211.0,72.0,11.142564161109432,4,8,8
2024-04-07,5681,31.0,Female,22.92,5.0,6.09,3.0,58.0,28.0,92.0,10.362911326433007,6,3,5
2024-03-08,6581,23.0,Male,20.38,1.33,4.95,9.0,28.0,87.0,61.0,6.534721557137645,5,8,9
2024-01-13,5533,32.0,Male,23.72,7.13,7.42,5.0,32.0,83.0,153.0,7.009911480903771,7,10,1
2024-06-19,9135,40.0,Other,23.28,5.94,6.66,4.0,78.0,215.0,80.0,11.462509996933967,5,1,4
2024-01-18,3249,42.0,Male,20.97,5.61,8.64,1.0,21.0,138.0,106.0,10.199022100569866,6,1,8
2024-10-20,8549,58.0,Male,20.22,0.8,4.58,8.0,22.0,43.0,65.0,5.084453136569556,5,2,1
2024-10-03,5587,36.0,Female,21.02,3.6,6.58,6.0,75.0,268.0,87.0,8.11882969776769,2,4,6
2024-05-05,2909,23.0,Other,23.38,5.47,6.09,7.0,20.0,101.0,101.0,4.934524827732869,3,7,6
2024-09-02,1885,37.0,Other,20.73,5.18,8.44,1.0,59.0,188.0,41.0,11.188629466452957,5,6,1
2024-03-24,7231,37.0,Female,22.78,8.03,9.24,8.0,71.0,97.0,38.0,11.023972126561628,4,7,6
2024-11-28,7553,34.0,Male,22.38,4.2,5.81,3.0,68.0,126.0,141.0,10.570011645530336,9,5,3
2024-12-30,8562,26.0,Male,22.43,6.15,7.72,8.0,,4.0,48.0,11.815543300711166,5,8,7
2024-01-12,3613,57.0,Male,23.13,7.4,8.26,1.0,48.0,0.0,174.0,7.158751810728306,2,6,5
2024-06-20,1230,56.0,Other,21.03,3.13,6.1,2.0,36.0,275.0,92.0,7.8817082238109775,4,8,1
2024-08-14,2720,52.0,Male,20.52,4.46,7.94,10.0,28.0,122.0,75.0,6.464081963696922,10,5,1
2024-07-29,8685,35.0,Male,23.17,6.41,7.24,8.0,84.0,211.0,105.0,5.599998966816958,1,4,10
2024-09-24,2234,36.0,Other,21.47,5.36,7.89,2.0,58.0,71.0,133.0,7.413654121139292,9,8,4
2024-03-28,1922,28.0,Other,22.35,6.21,7.86,2.0,61.0,158.0,46.0,8.376368147402832,10,7,6
2024-11-20,6758,42.0,Male,23.1,4.07,4.97,4.0,21.0,265.0,95.0,10.68015366741903,7,3,10
2024-07-30,2208,48.0,Other,22.65,4.58,5.93,9.0,41.0,73.0,177.0,6.4032324260145215,7,4,4
2024-07-18,6776,55.0,Male,20.73,2.17,5.43,2.0,41.0,105.0,138.0,8.382300848163961,9,8,9
2024-06-21,1940,46.0,Female,21.07,2.07,5.01,9.0,19.0,71.0,69.0,10.593567642644256,5,7,4
2024-01-25,4347,23.0,Male,23.57,7.45,7.89,1.0,77.0,13.0,23.0,7.65060345581092,2,9,4
2024-09-11,5044,36.0,Female,22.87,4.67,5.81,3.0,47.0,144.0,86.0,5.999580761640254,5,3,10
2024-04-09,2394,48.0,Male,23.03,4.07,5.03,6.0,27.0,176.0,86.0,10.205155707595493,6,6,3
2024-02-01,7528,33.0,Other,22.53,4.24,5.7,6.0,67.0,88.0,97.0,6.910998392740554,7,2,3
2024-09-24,2539,42.0,Female,21.48,4.87,7.39,1.0,30.0,61.0,30.0,4.199645909996033,5,3,1
2024-12-19,2005,26.0,Female,22.58,4.92,6.33,5.0,55.0,137.0,101.0,7.077661172043702,4,8,4
2024-05-25,8661,20.0,Other,23.92,8.13,8.21,7.0,69.0,287.0,5.0,7.652047890749784,2,2,10
2024-07-30,7124,31.0,Female,21.12,5.1,7.98,9.0,58.0,8.0,41.0,7.237073926588234,2,5,10
2024-10-02,2445,58.0,Other,23.98,6.86,6.88,4.0,22.0,49.0,132.0,5.29668555201529,9,9,4
2024-08-19,6220,20.0,Male,21.58,6.25,8.67,3.0,28.0,224.0,153.0,7.408155238019092,6,5,9
2024-08-11,8581,34.0,Female,22.98,4.79,5.81,3.0,83.0,213.0,134.0,10.843540874363118,10,10,5
2024-12-27,7983,26.0,Female,21.3,2.31,5.01,4.0,63.0,154.0,134.0,5.174680891353965,8,3,4
2024-03-06,9454,41.0,Other,23.2,5.03,5.83,8.0,23.0,37.0,9.0,7.736356036904506,8,5,2
2024-09-20,9702,30.0,Female,20.58,1.5,4.92,2.0,83.0,150.0,15.0,5.51566625435891,2,2,1
2024-01-26,1797,55.0,Male,20.85,2.56,5.71,10.0,40.0,208.0,60.0,7.616203539190398,1,7,1
2024-01-27,4072,39.0,Female,22.25,5.14,6.89,4.0,79.0,290.0,32.0,6.862685003437346,3,3,2
2024-12-17,6720,39.0,Other,21.43,3.73,6.3,10.0,14.0,184.0,40.0,9.326216554801457,4,10,3
2024-08-17,6727,43.0,Male,22.07,3.65,5.59,9.0,7.0,188.0,142.0,5.617180963644634,2,3,9
2024-08-13,9469,47.0,Male,21.07,4.04,6.97,6.0,12.0,230.0,154.0,9.265819164250804,5,9,6
2024-02-08,5771,53.0,Male,22.07,3.18,5.12,5.0,19.0,62.0,44.0,8.751116713576865,9,5,6
2024-08-11,4677,45.0,Male,23.93,9.19,9.26,6.0,40.0,171.0,156.0,11.267336504538624,9,4,2
2024-05-24,9929,36.0,Male,21.22,6.36,9.14,7.0,27.0,263.0,9.0,7.729902783942489,4,5,5
2024-01-25,7675,24.0,Other,23.52,7.48,7.96,1.0,88.0,5.0,178.0,10.31501561260384,3,1,3
2024-05-22,9644,53.0,Female,20.33,5.62,9.28,7.0,45.0,185.0,29.0,11.134109926045348,8,5,10
2024-12-09,4925,54.0,Other,21.35,3.92,6.57,8.0,68.0,121.0,85.0,6.287836374767963,4,10,6
2024-09-23,4306,27.0,Other,23.32,8.71,9.39,3.0,72.0,99.0,14.0,9.6771482462672,7,5,3
2024-03-26,5645,32.0,Male,22.57,7.71,9.14,2.0,87.0,174.0,147.0,6.816743836969649,9,5,6
2024-04-12,6978,19.0,Female,23.33,8.08,8.75,1.0,34.0,264.0,112.0,11.207853628968516,4,5,7
2024-05-31,5273,47.0,Female,23.73,5.65,5.92,3.0,36.0,259.0,14.0,11.689751443324084,9,3,2
2024-02-19,6197,42.0,Other,21.98,6.31,8.33,10.0,47.0,53.0,114.0,4.679694989034506,1,2,5
2024-04-19,4480,35.0,Other,21.32,3.25,5.93,1.0,4.0,77.0,94.0,5.711558297393262,9,10,5
2024-05-23,1455,30.0,Female,23.88,8.87,8.99,10.0,72.0,122.0,177.0,9.148645991192396,2,2,4
2024-03-28,3678,51.0,Female,21.17,3.93,6.76,10.0,48.0,239.0,127.0,8.135165855758597,7,3,9
2024-01-27,7782,51.0,Female,23.72,6.04,6.32,2.0,15.0,187.0,46.0,9.141590301108774,8,6,8
2024-08-06,9079,18.0,Male,23.45,5.18,5.73,2.0,47.0,67.0,13.0,4.254458800921439,2,1,4
2024-05-17,5609,18.0,Other,22.07,5.33,7.26,5.0,72.0,8.0,141.0,4.314189598196627,9,3,1
